reaction_id,equation,delta_G0_prime_kJ_per_mol,status
EX_dca_e,dca_e --> ,,skipped (unmapped)
EX_all__D_e,all__D_e --> ,,skipped (unmapped)
NO3R1bpp,C00244 + CHEBI:61682 = C00001 + C00088 + C17569,-8.869752695827799,ok
O2tpp,o2_p <=> o2_c,,skipped (unmapped)
EX_octa_e,octa_e --> ,,skipped (unmapped)
PHYTSpp,6 C00001 + C01204 = C00137 + 6 C00009,-49.32840307605966,ok
EX_gbbtn_e,gbbtn_e --> ,,skipped (unmapped)
PPTHpp,C00001 + C06701 = C00282 + C00009,-43.84578511619818,ok
PYRt2rpp, = 0 C00080 + 0 C00022,0.0,ok
NO3R2pp,CHEBI:61684 + C00244 = 0 C00080 + C00001 + CHEBI:44027 + C00088,-116.80733004644335,ok
EX_xylu__L_e,xylu__L_e --> ,,skipped (unmapped)
EX_gdp_e,gdp_e --> ,,skipped (unmapped)
EX_gtp_e,gtp_e --> ,,skipped (unmapped)
NTP3pp,C00044 + C00001 = C00035 + C00080 + C00009,-24.56214170487312,ok
NO3R2bpp,CHEBI:61684 + C00244 = C00001 + CHEBI:44027 + C00088,-116.80733004644335,ok
THMabcpp,C00002 + C00001 = 0 CHEBI:33283 + C00008 + C00080 + C00009,-27.36519874790435,ok
THMDt2pp_copy2, = 0 C00080 + 0 C00214,0.0,ok
THRabcpp,C00002 + C00001 = 0 C00188 + C00008 + C00080 + C00009,-27.36519874790435,ok
TREptspp,C00074 + C01083 = C00022 + C00689,-47.415286799998285,ok
THD2pp,C00004 + C00006 = 0 C00080 + C00003 + C00005,-0.13055503400050839,ok
TMAOR1pp,C00080 + CHEBI:61684 + C01104 = C00001 + CHEBI:44027 + C00565,-218.3934300464499,ok
TMAOR2pp,CHEBI:61873 + C00080 + C01104 = CHEBI:48455 + C00001 + C00565,-195.98053797496456,ok
XANtpp,xan_p <=> xan_c,,skipped (unmapped)
DAPtex,15dap_e <=> 15dap_p,,skipped (unmapped)
TRPt2rpp, = 0 C00080 + 0 C00078,0.0,ok
TYRt2rpp, = 0 C00080 + 0 C00082,0.0,ok
EX_tma_e,tma_e --> ,,skipped (unmapped)
URIt2pp_copy1, = 0 C00080 + 0 C00299,0.0,ok
URIt2pp_copy2, = 0 C00080 + 0 C00299,0.0,ok
VALabcpp,C00002 + C00001 = 0 C00183 + C00008 + C00080 + C00009,-27.36519874790435,ok
12PPDStex,12ppd__S_e <=> 12ppd__S_p,,skipped (unmapped)
DDGLCNtex,2ddglcn_e <=> 2ddglcn_p,,skipped (unmapped)
XTSNt2rpp, = 0 C00080 + 0 C01762,0.0,ok
XYLabcpp,C00002 + C00001 = 0 C00181 + C00008 + C00080 + C00009,-27.36519874790435,ok
GMHEPK,C00002 + C07836 = C00008 + CHEBI:4188 + C00080,-9.063227948346253,ok
XYLUt2pp, = 0 C00080 + 0 C00312,0.0,ok
THRt4pp, = 0 C01330 + 0 C00188,0.0,ok
GALURtex,galur_e <=> galur_p,,skipped (unmapped)
GTPCI,C00044 + C00001 = C04895 + C00058 + C00080,-74.51086233548105,ok
FDMO,C01847 + C05123 + C00007 = C00061 + C00266 + C00001 + C00080 + C00094,-94.46350397433652,ok
FEOXAMabcpp,C00002 + C00001 = 0 C07597 + C00008 + C00080 + C00009,-27.36519874790435,ok
EX_fruur_e,fruur_e --> ,,skipped (unmapped)
GALtex,gal_e <=> gal_p,,skipped (unmapped)
CBL1abcpp,C00002 + C00001 = 0 C00853 + C00008 + C00080 + C00009,-27.36519874790435,ok
EX_malttr_e,malttr_e --> ,,skipped (unmapped)
ACACt2pp, = 0 C00164 + 0 C00080,0.0,ok
ACGAptspp,C00140 + C00074 = C00357 + C00022,-37.144260792807,ok
ACMANAptspp,C00645 + C00074 = C04257 + C00022,-38.79934347212826,ok
ACNAMt2pp, = 0 C00270 + 0 C00080,0.0,ok
GALCTtex,galct__D_e <=> galct__D_p,,skipped (unmapped)
GALCTNtex,galctn__D_e <=> galctn__D_p,,skipped (unmapped)
GALTtex,galt_e <=> galt_p,,skipped (unmapped)
EX_cbi_e,cbi_e --> ,,skipped (unmapped)
CHOLD,C00114 + C00003 = C00576 + C00080 + C00004,17.664374252078687,ok
TRE6PS,C00092 + C00029 = C00080 + C00689 + C00015,-16.225816121492528,ok
DRPA,C00673 = C00084 + C00118,20.29773556645111,ok
TKT2,C00279 + C00231 = C05345 + C00118,-5.843792698735399,ok
EX_arbtn_fe3_e,arbtn_fe3_e --> ,,skipped (unmapped)
UDCPDP,C00001 + CHEBI:15284 = C00080 + C00009 + C00348,-31.5003845768548,ok
EX_cpgn_e,cpgn_e --> ,,skipped (unmapped)
EX_ch4_e,ch4_e --> ,,skipped (unmapped)
FEENTERabcpp,C00002 + C00001 = 0 C06230 + C00008 + C00080 + C00009,-27.36519874790435,ok
EX_adocbl_e,adocbl_e --> ,,skipped (unmapped)
FECRMabcpp,C00002 + C00001 = 0 C06228 + C00008 + C00080 + C00009,-27.36519874790435,ok
TREH,C00001 + C01083 = 2 C00031,-11.454003518444324,ok
GAMtex,gam_e <=> gam_p,,skipped (unmapped)
GBBTNtex,gbbtn_e <=> gbbtn_p,,skipped (unmapped)
ATPS4rpp,C00008 + C00080 + C00009 = C00002 + C00001,27.365198747904472,ok
INDOLEtex,indole_e <=> indole_p,,skipped (unmapped)
ARBt2rpp, = 0 C11476 + 0 C00080,,error (ambiguous ID)
CYTK1,C00002 + C00055 = C00008 + C00112,1.3079001512007835,ok
DAPabcpp,C00002 + C00001 = 0 C00680 + C00008 + C00080 + C00009,-27.36519874790435,ok
L_LACtex,lac__L_e <=> lac__L_p,,skipped (unmapped)
ACt4pp, = 0 C00033 + 0 C01330,0.0,ok
ADEt2rpp, = 0 C00147 + 0 C00080,0.0,ok
CO2tpp,co2_p <=> co2_c,,skipped (unmapped)
DHAtpp,dha_p <=> dha_c,,skipped (unmapped)
DMSOR1pp,C11143 + CHEBI:61684 = C00580 + C00001 + CHEBI:44027,-224.1825300464352,ok
ARGabcpp,C00002 + C00001 = 0 C00062 + C00008 + C00080 + C00009,-27.36519874790435,ok
ADNt2pp_copy1, = 0 C00212 + 0 C00080,0.0,ok
ADNt2pp_copy2, = 0 C00212 + 0 C00080,0.0,ok
ALAabcpp,C00002 + C00001 = 0 C00041 + C00008 + C00080 + C00009,-27.36519874790435,ok
ALLabcpp,C00002 + C00001 = 0 C01487 + C00008 + C00080 + C00009,-27.36519874790435,ok
ALLTNt2rpp, = 0 C01551 + 0 C00080,0.0,ok
ARBabcpp,C00002 + C00001 = 0 C11476 + C00008 + C00080 + C00009,,error (ambiguous ID)
ARGAGMt7pp, = 0 C00179 + 0 C00062,0.0,ok
ASCBptspp,C00072 + C00074 = C16186 + C00022,-39.76916987130282,ok
CYTK2,C00002 + C00239 = C00008 + C00705,0.9517439726841985,ok
ASNt2rpp, = 0 C00152 + 0 C00080,0.0,ok
ASPabcpp,C00002 + C00001 = 0 C00049 + C00008 + C00080 + C00009,-27.36519874790435,ok
ASPt2pp, = 0 C00049 + 0 C00080,0.0,ok
ECOAH8,CHEBI:50577 = C00001 + C16218,-0.432742350962144,ok
GLCDpp,C00031 + C00001 + C17569 = C00257 + C00080 + CHEBI:61682,-169.00808525761357,ok
GUAtpp,gua_p <=> gua_c,,skipped (unmapped)
ASPt2_2pp, = 0 C00049 + 0 C00080,0.0,ok
HYD2pp,C00282 + CHEBI:44027 = 0 C00080 + CHEBI:61684,-62.44075752951801,ok
GK1,C00002 + C00144 = C00008 + C00035,-0.3645370726088686,ok
HYXNtpp,hxan_p <=> hxan_c,,skipped (unmapped)
NACtpp,nac_p --> nac_c,,skipped (unmapped)
ASPt2_3pp, = 0 C00049 + 0 C00080,0.0,ok
HIStex,his__L_e <=> his__L_p,,skipped (unmapped)
FE3DCITabcpp,C00002 + C06229 + C00001 = C00008 + 2 C00158 + C14819 + C00080 + C00009,,skipped (unbalanced)
HXAtex,hxa_e <=> hxa_p,,skipped (unmapped)
HACD1,C00332 + C00080 + C00004 = C01144 + C00003,-16.889474845329005,ok
HYXNtex,hxan_e <=> hxan_p,,skipped (unmapped)
IDONtex,idon__L_e <=> idon__L_p,,skipped (unmapped)
ILEtex,ile__L_e <=> ile__L_p,,skipped (unmapped)
INSTtex,inost_e <=> inost_p,,skipped (unmapped)
INStex,ins_e <=> ins_p,,skipped (unmapped)
Ktex,k_e <=> k_p,,skipped (unmapped)
CPGNtonex, = 0 CHEBI:83101 + 0 C00080,0.0,ok
GLCRtex,glcr_e <=> glcr_p,,skipped (unmapped)
GLCNtex,glcn_e <=> glcn_p,,skipped (unmapped)
GLCURtex,glcur_e <=> glcur_p,,skipped (unmapped)
GLNtex,gln__L_e <=> gln__L_p,,skipped (unmapped)
O2tex,o2_e <=> o2_p,,skipped (unmapped)
EX_ppa_e,ppa_e --> ,,skipped (unmapped)
HACD2,C05269 + C00080 + C00004 = C05268 + C00003,-19.77445105302877,ok
OCTAtex,octa_e <=> octa_p,,skipped (unmapped)
D_LACtex,lac__D_e <=> lac__D_p,,skipped (unmapped)
NTD8pp,C00362 + C00001 = C00330 + C00009,-14.408837544888975,ok
ORNtex,orn_e <=> orn_p,,skipped (unmapped)
FRULYStex,frulys_e <=> frulys_p,,skipped (unmapped)
MALTtexi,malt_e --> malt_p,,skipped (unmapped)
ECOAH5,C05262 = C03221 + C00001,-0.43274235096195923,ok
DHFS,C00002 + C00921 + C00025 = C00008 + C00415 + C00080 + C00009,-18.097545064647143,ok
CITt7pp, = 0 C00158 + 0 C00042,0.0,ok
CRNt7pp, = 0 C00318 + 0 C01181,0.0,ok
EX_ni2_e,ni2_e <=> ,,skipped (unmapped)
GLCtex_copy1,glc__D_e --> glc__D_p,,skipped (unmapped)
EX_no_e,no_e --> ,,skipped (unmapped)
CHLabcpp,C00002 + C00001 = 0 C00114 + C00008 + C00080 + C00009,-27.36519874790435,ok
DGSNt2pp, = 0 C00330 + 0 C00080,0.0,ok
FE3DCITtonex, = 0 C06229 + 0 C00080,0.0,ok
DINSt2pp, = 0 C05512 + 0 C00080,0.0,ok
DURIt2pp, = 0 C00526 + 0 C00080,0.0,ok
FE2abcpp,C00002 + C00001 = 0 C14818 + C00008 + C00080 + C00009,-27.36519874790435,ok
FRUptspp,C00095 + C00074 = C01094 + C00022,-41.77771345411416,ok
FUCtpp, = 0 CHEBI:48204 + 0 C00080,0.0,ok
EX_fad_e,fad_e --> ,,skipped (unmapped)
GALCTt2rpp, = 0 C00879 + 0 C00080,0.0,ok
GALt2pp, = 0 C00124 + 0 C00080,0.0,ok
ASPtex,asp__L_e <=> asp__L_p,,skipped (unmapped)
ABUTt2pp, = 0 C00334 + 0 C00080,0.0,ok
FUMt2_2pp, = 0 C00122 + 0 C00080,0.0,ok
FUMt2_3pp, = 0 C00122 + 0 C00080,0.0,ok
PHEtex,phe__L_e <=> phe__L_p,,skipped (unmapped)
FEENTERtonex, = 0 C06230 + 0 C00080,0.0,ok
CSNt2pp, = 0 C00380 + 0 C00080,0.0,ok
CYNTt2pp, = 0 C01417 + 0 C00080,0.0,ok
CYSabcpp,C00002 + C00001 = 0 C00097 + C00008 + C00080 + C00009,-27.36519874790435,ok
SBTptspp,C00074 + C00794 = C00022 + C01096,-45.69619174531874,ok
PItex,pi_e <=> pi_p,,skipped (unmapped)
TREHpp,C00001 + C01083 = 2 C00031,-11.454003518444324,ok
CYTBDpp,0 C00007 + CHEBI:61682 = 0 C00080 + C00001 + C17569,,skipped (unbalanced)
CYTDt2pp_copy1, = 0 C00475 + 0 C00080,0.0,ok
CYTDt2pp_copy2, = 0 C00475 + 0 C00080,0.0,ok
DADNt2pp, = 0 C00559 + 0 C00080,0.0,ok
DCYTt2pp, = 0 C00881 + 0 C00080,0.0,ok
CYTBD2pp,CHEBI:61684 + 0 C00007 = 0 C00080 + C00001 + CHEBI:44027,,skipped (unbalanced)
ACGAMK,C00140 + C00002 = C00357 + C00008 + C00080,-9.560937434500715,ok
ACALDtpp,acald_p <=> acald_c,,skipped (unmapped)
ACt2rpp, = 0 C00033 + 0 C00080,0.0,ok
DDGLCNt2rpp, = 0 C00204 + 0 C00080,0.0,ok
RMNtex,rmn_e <=> rmn_p,,skipped (unmapped)
EX_meoh_e,meoh_e --> ,,skipped (unmapped)
EX_fe3dcit_e,fe3dcit_e --> ,,skipped (unmapped)
EX_fe3hox_e,fe3hox_e --> ,,skipped (unmapped)
EX_fecrm_e,fecrm_e --> ,,skipped (unmapped)
EX_feenter_e,feenter_e --> ,,skipped (unmapped)
EX_feoxam_e,feoxam_e --> ,,skipped (unmapped)
MALTTRtexi,malttr_e --> malttr_p,,skipped (unmapped)
MALTTTRtexi,maltttr_e --> maltttr_p,,skipped (unmapped)
MALTPTtexi,maltpt_e --> maltpt_p,,skipped (unmapped)
METS,C00440 + C00155 = C00080 + C00073 + C00101,-3.249099725888641,ok
ASPO3,C00049 + C17569 = C00080 + C05840 + CHEBI:61682,-73.5832675271032,ok
ASPO5,C00049 + C00122 = C00080 + C05840 + C00042,0.0016977980971830675,ok
ASPO4,C00049 + CHEBI:44027 = C00080 + C05840 + CHEBI:61684,34.35430982351238,ok
EX_3amp_e,3amp_e --> ,,skipped (unmapped)
EX_3gmp_e,3gmp_e --> ,,skipped (unmapped)
EX_3ump_e,3ump_e --> ,,skipped (unmapped)
ASPO6,C00049 + C00007 = C00027 + C00080 + C05840,-71.20493264680167,ok
EX_cu2_e,cu2_e <=> ,,skipped (unmapped)
LCTStex,lcts_e <=> lcts_p,,skipped (unmapped)
LEUtex,leu__L_e <=> leu__L_p,,skipped (unmapped)
LYStex,lys__L_e <=> lys__L_p,,skipped (unmapped)
EX_glyc__R_e,glyc__R_e --> ,,skipped (unmapped)
EX_eca4colipa_e,eca4colipa_e --> ,,skipped (unmapped)
GLYOX3,C00001 + C00546 = C00080 + C00256,-54.59486920543307,ok
FDMO3,CHEBI:42465 + C01847 + C00007 = C00084 + C00061 + C00001 + C00080 + C00094,-97.31801413891809,ok
LYXtex,lyx__L_e <=> lyx__L_p,,skipped (unmapped)
MANtex,man_e <=> man_p,,skipped (unmapped)
MAN6Ptex,man6p_e <=> man6p_p,,skipped (unmapped)
FDMO4,cpd11596 + C01847 + C00007 = C01412 + C00061 + C00001 + C00080 + C00094,,skipped (unbalanced)
CYSabc2pp,C00002 + C00001 = 0 C00097 + C00008 + C00080 + C00009,-27.36519874790435,ok
BUTSO3abcpp,C00002 + C00001 = 0 cpd11596 + C00008 + C00080 + C00009,-27.36519874790435,ok
ETHSO3abcpp,C00002 + C00001 = 0 CHEBI:42465 + C00008 + C00080 + C00009,-27.36519874790435,ok
MELIBtex,melib_e <=> melib_p,,skipped (unmapped)
DMSOtex,dmso_e <=> dmso_p,,skipped (unmapped)
DURItex,duri_e <=> duri_p,,skipped (unmapped)
EX_mal__D_e,mal__D_e --> ,,skipped (unmapped)
FRUtex,fru_e <=> fru_p,,skipped (unmapped)
FUCtex,fuc__L_e <=> fuc__L_p,,skipped (unmapped)
EX_sel_e,sel_e <=> ,,skipped (unmapped)
EX_hg2_e,hg2_e --> ,,skipped (unmapped)
O16GLCT1,cpd15410 + C00029 = cpd15470 + C00080 + C00015,-12.81485172359686,ok
O16AP2pp,cpd15516 + cpd15520 = C00080 + cpd15517 + CHEBI:15284,-12.800282610519162,ok
O16AP3pp,cpd15517 + cpd15520 = C00080 + cpd15519 + CHEBI:15284,-12.800916900937182,ok
FUMtex,fum_e <=> fum_p,,skipped (unmapped)
ACACT5r,C00024 + MNXM162283 = C05263 + C00010,,skipped (unbalanced)
O16A4Lpp,cpd15432 + cpd15519 = C00080 + cpd15518 + CHEBI:15284,-21.965139415914336,ok
PRASCSi,C04751 + C00049 + C00002 = C04823 + C00008 + C00080 + C00009,-72.11311266973638,ok
MALTATr,C00024 + C00208 = C02130 + C00010,-3.5444834202953643,ok
DHBSH,C04204 + C00001 = C00196 + C00065,7.040300307273299,ok
MALDDH,C00497 + C00003 = C00011 + C00004 + C00022,20.211095952993006,ok
FE2tex,fe2_e <=> fe2_p,,skipped (unmapped)
NMNtex,nmn_e <=> nmn_p,,skipped (unmapped)
ENTERES,C05821 + 3 C00001 = 3 C04204 + 3 C00080,-194.7232051499691,ok
NO2tex,no2_e <=> no2_p,,skipped (unmapped)
TRSARr,C01146 + C00080 + C00004 = C00258 + C00003,-32.80724575804334,ok
DHPS2,C00568 + C04807 = C00921 + C00013,-62.10166701897667,ok
FEOXAMUtex, = 0 cpd15463 + 0 C00080,0.0,ok
ARBTNtpp, = 0 cpd15411 + 0 C00080,0.0,ok
MTHFC,C00001 + C00445 = C00234 + C00080,-4.698385017943565,ok
ARBTNtex, = 0 cpd15411 + 0 C00080,0.0,ok
MTHFD,C00143 + C00006 = C00445 + C00005,8.773132576009857,ok
LYXI,C01508 = C00312,13.7666175520406,ok
BUTt2rpp, = 0 MNXM162281 + 0 C00080,0.0,ok
CADVtpp, = 0 C01672 + 0 C00080 + 0 C00047,0.0,ok
QULNS,C00111 + C05840 = 2 C00001 + C00009 + C03722,-217.30723108204646,ok
23CAMPtex,23camp_e <=> 23camp_p,,skipped (unmapped)
23CCMPtex,23ccmp_e <=> 23ccmp_p,,skipped (unmapped)
23CUMPtex,23cump_e <=> 23cump_p,,skipped (unmapped)
23CGMPtex,23cgmp_e <=> 23cgmp_p,,skipped (unmapped)
3AMPtex,3amp_e <=> 3amp_p,,skipped (unmapped)
3CMPtex,3cmp_e <=> 3cmp_p,,skipped (unmapped)
LADGMDH,cpd15386 + C00001 = C00680 + C20957,,skipped (unbalanced)
ALKP,C00111 + C00001 = C00184 + C00009,-14.958153538137033,ok
GDPtex,gdp_e <=> gdp_p,,skipped (unmapped)
EX_cobalt2_e,cobalt2_e <=> ,,skipped (unmapped)
ALAGLUE,C20957 = C20958,0.0,ok
FEENTERtpp, = 0 C05821 + 0 C00080,0.0,ok
TMAtex,tma_e <=> tma_p,,skipped (unmapped)
EX_pheme_e,pheme_e --> ,,skipped (unmapped)
TMAOtex,tmao_e <=> tmao_p,,skipped (unmapped)
TREtex,tre_e <=> tre_p,,skipped (unmapped)
L_LACD3,C00186 + CHEBI:44027 = CHEBI:61684 + C00022,-0.10567727332589527,ok
FEENTERtex, = 0 C05821 + 0 C00080,0.0,ok
FE3HOXUtpp, = 0 cpd15461 + 0 C00080,0.0,ok
FEOXAMUtpp, = 0 cpd15463 + 0 C00080,0.0,ok
FECRMUtpp, = 0 cpd15462 + 0 C00080,0.0,ok
FE3HOXR2,2 C06227 + C01847 = 2 C14818 + 2 cpd15461 + C00061 + 2 C00080,,skipped (unbalanced)
L_LACD2,C00186 + C17569 = C00022 + CHEBI:61682,-108.04325462394144,ok
ACACT6r,C00024 + C01832 = C05261 + C00010,30.170189293090516,ok
TRPtex,trp__L_e <=> trp__L_p,,skipped (unmapped)
PTRCt2pp, = 0 C00080 + 0 C00134,0.0,ok
GGGABAH,C15767 + C00001 = C00334 + C00025,-14.046687727844358,ok
PNTOtex,pnto__R_e <=> pnto__R_p,,skipped (unmapped)
FRULYSK,C00002 + C16488 = C00008 + cpd15467 + C00080,,skipped (unbalanced)
FDMO6,C01847 + C00007 + C14179 = C00061 + C00048 + C00001 + C00080 + C00094,-92.12075682189622,ok
TSULtex,tsul_e <=> tsul_p,,skipped (unmapped)
TYRtex,tyr__L_e <=> tyr__L_p,,skipped (unmapped)
URAtex,ura_e <=> ura_p,,skipped (unmapped)
UREAtex,urea_e <=> urea_p,,skipped (unmapped)
URItex,uri_e <=> uri_p,,skipped (unmapped)
SULFACabcpp,C00002 + C00001 = 0 C14179 + C00008 + C00080 + C00009,-27.36519874790435,ok
ETHSO3tex,ethso3_e <=> ethso3_p,,skipped (unmapped)
BUTSO3tex,butso3_e <=> butso3_p,,skipped (unmapped)
LIPOtex,lipoate_e <=> lipoate_p,,skipped (unmapped)
CYANSTpp,C00177 + C00320 = C00080 + C00094 + C01755,,skipped (unbalanced)
VALtex,val__L_e <=> val__L_p,,skipped (unmapped)
XANtex,xan_e <=> xan_p,,skipped (unmapped)
MCPST,C00177 + C00957 = C00080 + C00022 + C01755,,skipped (unbalanced)
XYLtex,xyl__D_e <=> xyl__D_p,,skipped (unmapped)
PPPNtex,pppn_e <=> pppn_p,,skipped (unmapped)
ABUTtex,4abut_e <=> 4abut_p,,skipped (unmapped)
FORtppi,for_c --> for_p,,skipped (unmapped)
PHEMEabcpp,C00002 + C00001 = 0 C00032 + C00008 + C00080 + C00009,-27.36519874790435,ok
METSOX1abcpp,C00002 + C00001 = 0 C02989 + C00008 + C00080 + C00009,-27.36519874790435,ok
PPTtex,ppt_e <=> ppt_p,,skipped (unmapped)
GALBDtex,gal_bD_e <=> gal_bD_p,,skipped (unmapped)
LIPAHT2ex,cpd15432 + C00080 + C00249 = C00001 + MNXM11799,,skipped (unbalanced)
DATPHs,C00131 + C00001 + C00080 = C01345 + C00014,-16.274216775596017,ok
GLCTR1,cpd26459 + C00029 = cpd15479 + C00080 + C00015,-12.816226363407225,ok
LIPAabcpp,C00002 + C00001 = 0 C06026 + C00008 + C00080 + C00009,-27.36519874790435,ok
LIPAHTex,C00080 + C00249 + C06026 = C00001 + cpd15483,,skipped (unbalanced)
LIPACabcpp,C00002 + C00001 = 0 CHEBI:61522 + C00008 + C00080 + C00009,-27.36519874790435,ok
ECAP1pp,2 cpd15582 = cpd15455 + C00080 + CHEBI:15284,-14.370981276838165,ok
PTRCtex,ptrc_e <=> ptrc_p,,skipped (unmapped)
UDCPDPpp,C00001 + CHEBI:15284 = C00080 + C00009 + C00348,-31.5003845768548,ok
GGGABADr,C15700 + C00001 + C00006 = C15767 + 2 C00080 + C00005,-38.0156033959895,ok
EX_mso3_e,mso3_e --> ,,skipped (unmapped)
EX_23camp_e,23camp_e --> ,,skipped (unmapped)
EX_23cgmp_e,23cgmp_e --> ,,skipped (unmapped)
EX_23cump_e,23cump_e --> ,,skipped (unmapped)
ECAP2pp,cpd15455 + cpd15582 = cpd15456 + C00080 + CHEBI:15284,-431.0160457930549,ok
ECA4OALpp,cpd15432 + cpd15458 = cpd15457 + C00080 + CHEBI:15284,2832.393378575606,ok
FE3Ri,C01352 + 2 C14819 = C00016 + 2 C14818 + 2 C00080,-182.5132220921845,ok
FE3HOXR3,2 C06227 + C01007 = 2 C14818 + 2 cpd15461 + 2 C00080 + C00255,,skipped (unbalanced)
FEENTERR1,C01352 + 2 C06230 = 2 C05821 + C00016 + 2 C14818 + 2 C00080,,skipped (unbalanced)
NODOy,C00005 + 2 C00533 + 2 C00007 = C00080 + C00006 + 2 C00244,-488.1930200357306,ok
PYRtex,pyr_e <=> pyr_p,,skipped (unmapped)
GALM2pp,C00962 = C00124,5.399309190526424,ok
CU1abcpp,C00002 + C00001 = 0 CHEBI:23379 + C00008 + C00080 + C00009,-27.36519874790435,ok
HG2abcpp,C00002 + C00001 = 0 C00703 + C00008 + C00080 + C00009,-27.36519874790435,ok
FEENTERR3,2 C06230 + C01007 = 2 C05821 + 2 C14818 + 2 C00080 + C00255,,skipped (unbalanced)
SULFACtex,sulfac_e <=> sulfac_p,,skipped (unmapped)
EX_sulfac_e,sulfac_e --> ,,skipped (unmapped)
EX_butso3_e,butso3_e --> ,,skipped (unmapped)
GLCTR3,cpd15475 + C00029 = cpd15477 + C00080 + C00015,-12.81630090118739,ok
HEPT4,C06398 + cpd15477 = C00008 + cpd15432 + C00080,-20.31077033925976,ok
EX_ethso3_e,ethso3_e --> ,,skipped (unmapped)
DSERtex,ser__D_e <=> ser__D_p,,skipped (unmapped)
LA4NTpp,cpd15432 + cpd15576 = cpd15392 + C00348,,skipped (unbalanced)
NODOx,C00004 + 2 C00533 + 2 C00007 = C00080 + C00003 + 2 C00244,-488.3235750697318,ok
SERtex,ser__L_e <=> ser__L_p,,skipped (unmapped)
NOtex,no_e <=> no_p,,skipped (unmapped)
NOtpp,no_p <=> no_c,,skipped (unmapped)
NHFRBO,C00080 + C00004 + 2 C00533 = C00001 + C00887 + C00003,-288.97166264596024,ok
N2Otpp,n2o_p <=> n2o_c,,skipped (unmapped)
N2Otex,n2o_e <=> n2o_p,,skipped (unmapped)
CRNt8pp, = 0 C15025 + 0 C00318,0.0,ok
CRNt2rpp, = 0 C00318 + 0 C00080,0.0,ok
CRNDt2rpp, = 0 C15025 + 0 C00080,0.0,ok
CTBTt2rpp, = 0 C04114 + 0 C00080,0.0,ok
42A12BOOXpp,C03758 + C00001 + C00007 = C04043 + C00027 + C00014,-93.46453659740567,ok
TYROXDApp,C00001 + C00007 + C00483 = C03765 + C00027 + C00014,-93.46198111874756,ok
PACALDt2rpp, = 0 C00080 + 0 C00601,0.0,ok
PEAMNtex,peamn_e <=> peamn_p,,skipped (unmapped)
PACALDtex,pacald_e <=> pacald_p,,skipped (unmapped)
LIPOt2pp, = 0 C00080 + 0 C00725,0.0,ok
AGM4PA,cpd15398 + C00001 = cpd15387 + cpd15396,,skipped (unbalanced)
RNDR3b,C00112 + cpd15481 = C00705 + cpd15480 + C00001,,skipped (unbalanced)
RNDR4b,cpd15481 + C00015 = C01346 + cpd15480 + C00001,,skipped (unbalanced)
ACGAL1Ptex,acgal1p_e <=> acgal1p_p,,skipped (unmapped)
ACGALtex,acgal_e <=> acgal_p,,skipped (unmapped)
GLCUR1Ptex,glcur1p_e <=> glcur1p_p,,skipped (unmapped)
UDPGLCURtex,udpglcur_e <=> udpglcur_p,,skipped (unmapped)
UDPGALPpp,C00001 + C00052 = C00446 + 2 C00080 + C00105,-34.21998074205527,ok
UACGAMPpp,C00001 + C00043 = C04256 + 2 C00080 + C00105,-28.27741729764915,ok
UACGALPpp,C00001 + C00203 = C18060 + 2 C00080 + C00105,-27.044621942547394,ok
UGLCURPpp,C00001 + C00167 = C05385 + 2 C00080 + C00105,-29.123960555971905,ok
FEROpp,4 C14818 + 4 C00080 + C00007 = 4 C14819 + 2 C00001,-48.89617515184847,ok
ISETACabcpp,C00002 + C00001 = 0 C05123 + C00008 + C00080 + C00009,-27.36519874790435,ok
ISETACtex,isetac_e <=> isetac_p,,skipped (unmapped)
GUR1PPpp,C05385 + C00001 = C00191 + C00009,-19.946966065016973,ok
UDPGtex,udpg_e <=> udpg_p,,skipped (unmapped)
ACGAL1PPpp,C18060 + C00001 = C01132 + C00009,-24.64595571787533,ok
UDPGALtex,udpgal_e <=> udpgal_p,,skipped (unmapped)
ACGAM1Ptex,acgam1p_e <=> acgam1p_p,,skipped (unmapped)
UACGAMtex,uacgam_e <=> uacgam_p,,skipped (unmapped)
UDPACGALtex,udpacgal_e <=> udpacgal_p,,skipped (unmapped)
AM4PCP,cpd15401 + C00001 = C00133 + cpd15400,0.7796692599840753,ok
AM3PA,cpd15400 + C00001 = cpd15386 + cpd15399,,skipped (unbalanced)
UM4PCP,C00001 + cpd15579 = C00133 + CHEBI:13460,,skipped (unbalanced)
CBLAT,C00002 + C00853 + C00080 = C00194 + C00536,,skipped (unbalanced)
NTRIR4pp,2 C00080 + 3 CHEBI:61684 + C00088 = 2 C00001 + 3 CHEBI:44027 + C00014,-310.0581280913293,ok
NTRIR3pp,2 C00080 + C00088 + 3 CHEBI:61682 = 2 C00001 + C00014 + 3 C17569,13.754603960519034,ok
INOSTt4pp, = 0 C00137 + 0 C01330,0.0,ok
PHEMEtiex,pheme_p --> pheme_e,,skipped (unmapped)
AGM3PA,cpd15397 + C00001 = cpd15386 + cpd15396,,skipped (unbalanced)
CYANtex,cyan_e <=> cyan_p,,skipped (unmapped)
SO3tex,so3_e <=> so3_p,,skipped (unmapped)
TCYNTtex,tcynt_e <=> tcynt_p,,skipped (unmapped)
ACANTHAT,C00024 + C00108 = C06332 + C00010,-18.31068796726686,ok
